
 Greedy output [epoch -> 1 | step -> 500]:  , " " , , , , , " , , , , , , , , , " , , , , , , , " , , , , , , , , , , " , , , , , " " " , , , , , , , , " " " , " , , , , , , , , , , , , , , , , , , , , , , , , , , " " " , " " " , " , , , " , " , , , , , , , , , , , , " , " , , , , , " " , , , , , , , , , , , " " , , , , , " , , , , , , , , , , , , " , , , , , , , " , , , , , , , , , , , " , , , , , " , , , , , , , , , , , " , , , , , , , , , , , , , " " , , " , " , , , , , , , " , " " " " , " " " , " , , , , " , , , , , " " , , , , , , , , . , , " " " , " , , , , " , , , " " , , , " , , , , , " " " , , , , " " " , , , , , , , , , , , " " , , , , , " , , , , , , , , , , , " , , " , , , , " , , , " " , , , , , , , , , , , , , , , , " , , , , , , , , " " , , , , , , , , , , , , , , , , , " " , , , , , , , " " , , , . , , " , , , , , , , , , " " , , " , " , " " , , , , , , , , , , " " , , , , , , , , , , , , , , " , , , , , , , , , , , , , , . , , , , , , , , , , , , , , , " , , , , , , , , , , " , , , , , , , , , , , " , , , , , , , , , , , , " , , , , ,

 Greedy output [epoch -> 1 | step -> 297000]:  , the tongue . I didn Mum walloping him with her broomstick . " Ron stared broodingly into the Acid Pop box . " Reckon Fred'd take a bit of Cockroach Cluster if I told him they were peanuts ? " When Ron and Hermione had paid for all their sweets , the three of them left Honeydukes for the blizzard outside . Hogsmeade looked like a Christmas card the little thatched cottages and shops were all covered in a layer of crisp snow there were holly wreaths on the doors and strings of enchanted candles hanging in the trees . Harry shivered unlike the other two , he didn't have his cloak . They headed up the street , heads bowed against the wind , Ron and Hermione shouting through their scarves . " That's the post office " " Zonko's is up there " " We could go up to the Shrieking Shack " " Tell you what , " said Ron , his teeth chattering , " shall we go for a butterbeer in the Three Broomsticks ? " Harry was more than willing the wind was fierce and his hands were freezing , so they crossed the road , and in a few minutes were entering the tiny inn . It was extremely crowded , noisy , warm , and smoky . A curvy sort of woman with a pretty face was serving a bunch of rowdy warlocks up at the bar . " That's Madam Rosmerta , " said Ron . " I'll get the drinks , shall I ? " he added , going slightly red . Harry and Hermione made their way to the back of the room , where there was a small , vacant table between the window and a handsome Christmas tree , which stood next to the fireplace . Ron came back five minutes later , carrying three foaming tankards of hot butterbeer . " Merry Christmas ! " he said happily , raising his tankard . Harry drank deeply . It was the most delicious thing he'd ever tasted and seemed to heat every bit of him from the inside . A sudden breeze ruffled his hair . The door of the Three Broomsticks had opened again . Harry looked over the rim of his tankard and choked . Professors McGonagall and Flitwick had just entered the pub with a flurry of snowflakes , shortly followed by Hagrid , who was deep in conversation with a portly man in a lime green bowler hat and a pinstriped cloak Cornelius Fudge , Minister of Magic . In an instant , Ron and Hermione had both placed hands

 Greedy output [epoch -> 1 | step -> 297500]:  " if you'd out someone who was supposed to be a friend of hers betrayed her and sent Voldemort after her " " There's nothing you can do ! " said Hermione , looking stricken . " The dementors will catch Black and he'll go back to Azkaban and and serve him right ! " " You heard what Fudge said . Black isn't affected by Azkaban like normal people are . It's not a punishment for him like it is for the others . " " So what are you saying ? " said Ron , looking very tense . " You want to to kill Black or something ? " " Don't be silly , " said Hermione in a panicky voice . " Harry doesn't want to kill anyone , do you , Harry ? " Again , Harry didn't answer . He didn't know what he wanted to do . All he knew was that the idea of doing nothing , while Black was at liberty , was almost more than he could stand . " Malfoy knows , " he said abruptly . " Remember what he said to me in Potions ? ' If it was me , I'd hunt him down myself . I'd want revenge . ' " " You're going to take Malfoy ' s advice instead of ours ? " said Ron furiously . " Listen you know what Pettigrew's mother got back after Black had finished with him ? Dad told me the Order of Merlin , First Class , and Pettigrew's finger in a box . That was the biggest bit of him they could find . Black's a madman , Harry , and he's dangerous " " Malfoy's dad must have told him , " said Harry , ignoring Ron . " He was right in Voldemort's inner circle " " Say You Knotu Who , will you ? " interjected Ron angrily . " so obviously , the Malfoys knew Black was working for Voldemort " " and Malfoy'd love to see you blown into about a million pieces , like Pettigrew ! Get a grip . Malfoy's just hoping you 11 get yourself killed before he has to play you at Quidditch . " " Harry , please be " said Hermione , her eyes now shining with tears , " please be sensible . Black did a terrible , terrible thing , terrible d don't put yourself in danger , it's what Black wants . Oh , Harry , you'd be playing right into Black's hands if you went looking for him . Your mum and dad wouldn't want you to get hurt , would they ? They'd never want you to go looking for Black ! " " I

 Greedy output [epoch -> 1 | step -> 298000]:  roared his head with front . " Honestly , the way she was yelling at me you'd think I'd said something terrible . Then I asked her how much longer she was going to keep it . " He screwed up his face and imitated Professor McGonagall's severe voice . " ' As long as necessary , Wood ' I reckon it's time you ordered a new broom , Harry . There's an order form at the back of Which Broomstick you could get a Nimbus Two Thousand and One , like Malfoy's got . " " I'm not buying anything Malfoy thinks is good , " said Harry flatly . January faded imperceptibly into February , with no change in the bitterly cold weather . The match against Ravenclaw was drawing nearer and nearer , but Harry still hadn't ordered a new broom . He was now asking Professor McGonagall for news of the Firebolt after every Transfiguration lesson , Ron standing hopefully at his shoulder , Hermione rushing past with her face averted . " No , Potter , you can't have it back yet , " Professor McGonagall told him the twelfth time this happened , before he'd even opened his mouth . " We've checked for most of the usual curses , but Professor Flitwick believes the broom might be carrying a Hurling Hex . I shall tell you once we've finished checking it . Now , please stop badgering me . " To make matters even worse , Harry's anti dementor lessons were not going nearly as well as he had hoped . Several sessions on , he was able to produce an indistinct , silvery shadow every time the boggart dementor approached him , but his Patronus was too feeble to drive the dementor away . All it did was hover , like a semi transparent cloud , draining Harry of energy as he fought to keep it there . Harry felt angry with himself , guilty about his secret desire to hear his parents ' voices again . " You're expecting too much of yourself , " said Professor Lupin sternly in their fourth week of practice . " For a thirteen year old wizard , even an indistinct Patronus is a huge achievement . You aren't passing out anymore , are you ? " " I thought a Patronus would charge the dementors down or something , " said Harry dispiritedly . " Make them disappear " " The true Patronus does do that , " said Lupin . " But you've achieved a great deal in a very short space of time . If the dementors put in an appearance at your next

 Greedy output [epoch -> 1 | step -> 298500]:  it it on be tapping the witch with his minute wand . Harry quickly took out his real wand and tapped the statue . Nothing happened . He looked back at the map . The tiniest speech bubble had appeared next to his figure . The word inside said , " Dissendium . " " Dissendiurrd " Harry whispered , tapping the stone witch again . At once , the statue's hump opened wide enough to admit a fairly thin person . Harry glanced quickly up and down the corridor , then tucked the map away again , hoisted himself into the hole headfirst , and pushed himself forward . He slid a considerable way down what felt like a stone slide , then landed on cold , damp earth . He stood up , looking around . It was pitch dark . He held up his wand , muttered , " Lumos " and saw that he was in a very narrow , low , earthy passageway . He raised the map , tapped it with the tip of his wand , and muttered , " Mischief managed ! " The map went blank at once . He folded it carefully , tucked it inside his robes , then , heart beating fast , both excited and apprehensive , he set off . The passage twisted and turned , more like the burrow of a giant rabbit than anything else . Harry hurried along it , stumbling now and then on the uneven floor , holding his wand out in front of him . It took ages , but Harry had the thought of Honeydukes to sustain him . After what felt like an hour , the passage began to rise . Panting , Harry sped up , his face hot , his feet very cold . Ten minutes later , he came to the foot of some worn stone steps , which rose out of sight above him . Careful not to make any noise , Harry began to climb . A hundred steps , two hundred steps , he lost count as he climbed , watching his feet . Then , without warning , his head hit something hard . It seemed to be a trapdoor . Harry stood there , massaging the top of his head , listening . He couldn't hear any sounds above him . Very slowly , he pushed the trapdoor open and peered over the edge . He was in a cellar , which was full of wooden crates and boxes . Harry climbed out of the trapdoor and replaced it it blended so perfectly with the dusty floor that it was impossible to tell it was there . Harry crept slowly toward the wooden staircase that led upstairs . Now he could definitely hear voices , not to mention the tinkle of a bell and the

 Greedy output [epoch -> 1 | step -> 299000]: in , . " Do you really think anyone deserves that ? " " Yes , " said Harry defiantly . " For for some things " He would have liked to have told Lupin about the conversation he'd overheard about Black in the Three Broomsticks , about Black betraying his mother and father , but it would have involved revealing that he'd gone to Hogsmeade without permission , and he knew Lupin wouldn't be very impressed by that . So he finished his butterbeer , thanked Lupin , and left the History of Magic classroom . Harry half wished that he hadn't asked what was under a dementor's hood , the answer had been so horrible , and he was so lost in unpleasant thoughts of what it would feel like to have your soul sucked out of you that he walked headlong into Professor McGonagall halfway up the stairs . " Do watch where you're going , Potter ! " " Sorry , Professor " " I've just been looking for you in the Gryffindor common room . Well , here it is , we've done everything we could think of , and there doesn't seem to be anything wrong with it at all . You've got a very good friend somewhere , Potter . " Harry's jaw dropped . She was holding out his Firebolt , and it looked as magnificent as ever . " I can have it back ? " Harry said weakly . " Seriously ? " " Seriously , " said Professor McGonagall , and she was actually smiling . " I daresay you'll need to get the feel of it before Saturday's match , won't you ? And Potter do try and win , won't you ? Or we'll be out of the running for the eighth year in a row , as Professor Snape was kind enough to remind me only last night . Speechless , Harry carried the Firebolt back upstairs toward Gryffindor Tower . As he turned a corner , he saw Ron dashing toward him , grinning from ear to ear . " She gave it to you ? Excellent ! Listen , can I still have a go on it ? Tomorrow ? " " Yeah anything said Harry , his heart lighter than it had been in a month . " You know what we should make up with Hermione . She was only trying to help . " " Yeah , all right , " said Ron . " She's in the common room now working , for a change " They turned into the corridor to Gryffindor Tower and saw Neville Longbottom , pleading with Sir Cadogan , who seemed to be refusing him

 Greedy output [epoch -> 1 | step -> 299500]:  sitting to ? how's lesson , Potter half can't ' ve been there , because she was with us in Care of Magical Creatures ! And Ernie McMillan told me she's never missed a Muggle Studies class , but half of them are at the same time as Divination , and she's never missed one of them either ! " Harry didn't have time to fathom the mystery of Hermione's impossible schedule at the moment he really needed to get on with Snape's essay . Two seconds later , however , he was interrupted again , this time by Wood . " Bad news , Harry . I've just been to see Professor McGonagall about the Firebolt . She er got a bit shirty with me . Told me I'd got my priorities wrong . Seemed to think I cared more about winning the Cup than I do about you staying alive . Just because I told her I didn't care if it threw you off , as long as you caught the Snitch first . " Wood shook his head in disbelief . " Honestly , the way she was yelling at me you'd think I'd said something terrible . Then I asked her how much longer she was going to keep it . " He screwed up his face and imitated Professor McGonagall's severe voice . " ' As long as necessary , Wood ' I reckon it's time you ordered a new broom , Harry . There's an order form at the back of Which Broomstick you could get a Nimbus Two Thousand and One , like Malfoy's got . " " I'm not buying anything Malfoy thinks is good , " said Harry flatly . January faded imperceptibly into February , with no change in the bitterly cold weather . The match against Ravenclaw was drawing nearer and nearer , but Harry still hadn't ordered a new broom . He was now asking Professor McGonagall for news of the Firebolt after every Transfiguration lesson , Ron standing hopefully at his shoulder , Hermione rushing past with her face averted . " No , Potter , you can't have it back yet , " Professor McGonagall told him the twelfth time this happened , before he'd even opened his mouth . " We've checked for most of the usual curses , but Professor Flitwick believes the broom might be carrying a Hurling Hex . I shall tell you once we've finished checking it . Now , please stop badgering me . " To make matters even worse , Harry's anti dementor lessons were not going nearly as well as he had hoped . Several sessions on , he

 Greedy output [epoch -> 1 | step -> 300000]:  said How Harry could you forget ? " said Harry . " You were with us till we were right outside the classroom ! " " I don't believe it ! " Hermione wailed . " Was Professor McGitwick angry ? Oh , it was Malfoy , I was thinking about him and I lost track of things ! " " You know what , Hermione ? " said Ron , looking down at the enormous Arithmancy book Hermione had been using as a pillow . " I reckon you're cracking up . You're trying to do too much . " " No , I'm not ! " said Hermione , brushing her hair out of her eyes and staring hopelessly around for her bag . " I just made a mistake , that's all ! I'd better go and see Professor Flitwick and say sorry . I'll see you in Divination ! " Hermione joined them at the foot of the ladder to Professor Trelawney's classroom twenty minutes later , looking extremely harassed . " I can't believe I missed Cheering Charms ! And I bet they come up in our exams Professor Flitwick hinted they might ! " Together they climbed the ladder into the dim , stifling tower room . Glowing on every little table was a crystal ball full of pearly white mist . Harry , Ron , and Hermione sat down together at the same rickety table . " I thought we weren't starting crystal balls until next term , " Ron muttered , casting a wary eye around for Professor Trelawney , in case she was lurking nearby . " Don't complain , this means we've finished palmistry , " Harry muttered back . " I was getting sick of her flinching every time she looked at my hands . " " Good day to you ! " said the familiar , misty voice , and Professor Trelawney made her usual dramatic entrance out of the shadows . Parvati and Lavender quivered with excitement , their faces lit by the milky glow of their crystal ball . " I have decided to introduce the crystal ball a little earlier than I had planned , " said Professor Trelawney , sitting with her back to the fire and gazing around . " The fates have informed me that , examination in June will concern the Orb , and I am anxious to give you sufficient practice . " Hermione snorted . " Well , honestly ' the fates have informed her ' who sets the exam ? She does ! What an amazing prediction ! " she said , not troubling to keep her voice low . Harry and Ron choked back laughs

 Greedy output [epoch -> 1 | step -> 300500]:  , " shall register our concern about the hippogriff in question . We have decided to uphold the official complaint of Mr Lucius Malfoy , and this matter will therefore be taken to the Committee for the Disposal of Dangerous Creatures . The hearing will take place on April 20th , and we ask you to present yourself and your hippogriff at the Committee's offices in London on that date . In the meantime , the hippogriff should be kept tethered and isolated . Yours in fellowship There followed a list of the school governors . " Oh , " said Ron . " But you said Buckbeak isn't a bad hippogriff , Hagrid . I bet he'll get off " " Yeh don ' know them gargoyles at the Committee fer the Disposal o ' Dangerous Creatures ! " choked Hagrid , wiping his eyes on his sleeve . " They've got it in fer interestin ' creatures ! " A sudden sound from the corner of Hagrid ' s cabin made Harry , Ron , and Hermione whip around . Buckbeak the hippogriff was lying in the corner , chomping on something that was oozing blood all over the floor . " I couldn ' leave him tied up out there in the snow ! " choked Hagrid . " All on his own ! At Christmas . " Harry , Ron , and Hermione looked at one another . They had never seen eye to eye with Hagrid about what he called " interesting creatures " and other people called " terrifying monsters . " On the other hand , there didn't seem to be any particular harm in Buckbeak . In fact , by Hagrid's usual standards , he was positively cute . " You'll have to put up a good strong defense , Hagrid , " said Hermione , sitting down and laying a hand on Hagrid's massive forearm . " I'm sure you can prove Buckbeak is safe . " " Won't make no difference ! " sobbed Hagrid . " Them Disposal devils , they're all in Lucius Malfoy's pocket ! Scared o ' him ! An ' if I lose the case , Buckbeak " Hagrid drew his finger swiftly across his throat , then gave a great wail and lurched forward , his face in his arms . " What about Dumbledore , Hagrid ? " said Harry . " He's done more'n enough fer me already , " groaned Hagrid . " Got enough on his plate what with keepin ' them dementors outta the castle , an '

 Greedy output [epoch -> 1 | step -> 301000]:  the for while it He broke off with a small gasp , looking over Harry's shoulder . It was Snape . Neville took a quick step behind Harry . " And what are you two doing here ? " said Snape , coming to a halt and looking from one to the other . " An odd place to meet " To Harry's immense disquiet , Snape's black eyes flicked to the doorways on either side of them , and then to the one eyed witch . " We're not meeting here , " said Harry . " We just met here . " " Indeed ? " said Snape . " You have a habit of turning up in unexpected places , Potter , and you are very rarely there for no good reason . I suggest the pair of you return to Gryffindor Tower , where you belong . " Harry and Neville set off without another word . As they turned the corner , Harry looked back . Snape was running one of his hands over the one eyed witch's head , examining it closely . Harry managed to shake Neville off at the Fat Lady by telling him the password , then pretending he'd left his vampire essay in the library and doubling back . Once out of sight of the security trolls , he pulled out the map again and held it close to his nose . The third floor corridor seemed to be deserted . Harry scanned the map carefully and saw , with a leap of relief , that the tiny dot labeled Severus Snape was now back in its office . He sprinted back to the one eyed witch , opened her hump , heaved himself inside , and slid down to meet his bag at the bottom of the stone chute . He wiped the Marauder's Map blank again , then set off at a run . Harry , completely hidden beneath the Invisibility Cloak , emerged into the sunlight outside Honeydukes and prodded Ron in the back . " It's me , " he muttered . " What kept you ? " Ron hissed . " Snape was hanging around . " They set off up the High Street . " Where are you ? " Ron kept muttering out of the corner of his mouth . " Are you still there ? This feels weird . " They went to the post office Ron pretended to be checking the price of an owl to Bill in Egypt so that Harry could have a good look around . The owls sat hooting softly down at him , at least three hundred of them from Great Grays right down to tiny little Scops owls ( " Local Deliveries Only " ) , which were so small they could have sat into

 Greedy output [epoch -> 1 | step -> 301500]:  . " can like to her again ! " Ron said angrily . " But she's still sticking up for it ! It's a maniac , and she won't hear a word against it ! " " Ah , well , people can take a bit stupid abou ' their pets , " said Hagrid wisely . Behind him , Buckbeak spat a few ferret bones onto Hagrid's pillow . They spent the rest of their visit discussing Gryffindor's improved chances for the Quidditch Cup . At nine o'clock , Hagrid walked them back up to the castle . A large group of people was bunched around the bulletin board when they returned to the common room . " Hogsmeade , next weekend ! " said Ron , craning over the heads to read the new notice . " What d'you reckon ? " he added quietly to Harry as they went to sit down . " Well , Filch hasn't done anything about the passage into Honeydukes . " Harry said , even more quietly . " Harry ! " said a voice in his right ear . Harry started and looked around at Hermione , who was sitting at the table right behind them and clearing a space in the wall of books that had been hiding her . " Harry , if you go into Hogsmeade again I'll tell Professor McGonagall about that map ! " said Hermione . " Can you hear someone talking , Harry ? " growled Ron , not looking at Hermione . " Ron , how can you let him go with you ? After what Sirius Black nearly did to youl I mean it , I'll tell " " So now you're trying to get Harry expelled ! " said Ron furiously . " Haven't you done enough damage this year ? " Hermione opened her mouth to respond , but with a soft hiss , Crookshanks leapt onto her lap . Hermione took one frightened look at the expression on Ron's face , gathered up Crookshanks , and hurried away toward the girls ' dormitories . " So how about it ? " Ron said to Harry as though there had been no interruption . " Come on , last time we went you didn't see anything . You haven't even been inside Zonko's yet ! " Harry looked around to check that Hermione was well out of earshot . " Okay , " he said . " But I'm taking the Invisibility Cloak this time . " On Saturday morning , Harry packed his Invisibility Cloak in his bag , slipped the Marauder's Map into his

 Greedy output [epoch -> 1 | step -> 302000]:  said Lupamus Finnigan . " Ruddy brilliant ! " boomed Hagrid over the heads of the milling Gryffindors . " That was quite some Patronus , " said a voice in Harry's ear . Harry turned around to see Professor Lupin , who looked both shaken and pleased . " The dementors didn't affect me at all ! " Harry said excitedly . " I didn't feel a thing ! " " That would be because they er weren't dementors , " said Professor Lupin . " Come and see " He led Harry out of the crowd until they were able to see the edge of the field . " You gave Mr Malfoy quite a fright , " said Lupin . Harry stared . Lying in a crumpled heap on the ground were Malfoy , Crabbe , Goyle , and Marcus Flint , the Slytherin team Captain , all struggling to remove themselves from long , black , hooded robes . It looked as though Malfoy had been standing on Goyle ' s shoulders . Standing over them , with an expression of the utmost fury on her face , was Professor McGonagall . " An unworthy trick ! " she was shouting . " A low and cowardly attempt to sabotage the Gryffindor Seeker ! Detention for all of you , and fifty points from Slytherin ! I shall be speaking to Professor Dumbledore about this , make no mistake ! Ah , here he comes now ! " If anything could have set the seal on Gryffindor's victory , it was this . Ron , who had fought his way through to Harry's side , doubled up with laughter as they watched Malfoy fighting to extricate himself from the robe , Goyle's head still stuck inside it . " Come on , Harry ! " said George , fighting his way over . " Party ! Gryffindor common room , now ! " " Right , " said Harry , and feeling happier than he had in ages , he and the rest of the team led the way , still in their scarlet robes , out of the stadium and back up to the castle . It felt as though they had already won the Quidditch Cup the party went on all day and well into the night . Fred and George Weasley disappeared for a couple of hours and returned with armfuls of bottles of butterbeer , pumpkin fizz , and several bags full of Honeydukes sweets . " How did you do that ? " squealed Angelina Johnson as George started throwing Peppermint Toads into the crowd . " With a little

 Greedy output [epoch -> 1 | step -> 302500]:  . the Flint , that bleeding freely , fly forward to take the penaltytherin penalty . Wood was hovering in front of the Gryffindor goal posts , his jaw clenched . " ' Course , Wood's a superb Keeper ! " Lee Jordan told the crowd as Flint waited for Madam Hooch's whistle . " Superb ! Very difficult to pass very difficult indeed YES ! I DONT BELIEVE IT ! HE'S SAVED IT ! " Relieved , Harry zoomed away , gazing around for the Snitch , but still making sure he caught every word of Lee's commentary . It was essential that he hold Malfoy off the Snitch until Gryffindor was more than fifty points up " Gryffindor in possession , no , Slytherin in possession no ! Gryffindor back in possession and it's Katie Bell , Katie Bell for Gryffindor with the Quaffle , she's streaking up the field THAT WAS DELIBERATE ! " Montague , a Slytherin Chaser , had swerved in front of Katie , and instead of seizing the Quaffle had grabbed her head . Katie cartwheeled in the air , managed to stay on her broom , but dropped the Quaffle . Madam Hooch's whistle rang out again as she soared over to Mont and and began shouting at him . A minute later , Katie had put another penalty past the Slytherin Seeker . " THIRTY ZERO ! TAKE THAT , YOU DIRTY , CHEATING " Jordan , if you can't commentate in an unbiased way ! " " I'm telling it like it is , Professor ! " Harry felt a huge jolt of excitement . He had seen the Snitch it was shimmering at the foot of one of the Gryffindor goal posts but he mustn't catch it yet and if Malfoy saw it Faking a look of sudden concentration , Harry pulled his Firebolt around and sped off toward the Slytherin end it worked . Malfoy went haring after him , clearly thinking Harry had seen the Snitch there . WHOOSH . One of the Bludgers came streaking past Harry's right ear , hit by the gigantic Slytherin Beater , Derrick . Then again WHOOSH . The second Bludger grazed Harry's elbow . The other Beater , Bole , was closing in . Harry had a fleeting glimpse of Bole and Derrick zooming toward him , clubs raised He turned the Firebolt upward at the last second , and Bole

 Greedy output [epoch -> 1 | step -> 303000]:  ! " was carrying he knew what was coming " There is something here ! " Professor Trelawney whispered , lowering her face to the ball , so that it was reflected twice in her huge glasses . " Something moving but what is it ? " Harry was prepared to bet everything he owned , including his Firebolt , that it wasn't good news , whatever it was . And sure enough " My dear , " Professor Trelawney breathed , gazing up at Harry . " It is here , plainer than ever before my dear , stalking toward you , growing ever closer the Gr " " Oh , for goodness ' sake ! " said Hermione loudly . " Not that ridiculous Grim again " Professor Trelawney raised her enormous eyes to Hermione ' s face . Parvati whispered something to Lavender , and they both glared at Hermione too . Professor Trelawney stood up , surveying Hermione with unmistakable anger . " I am sorry to say that from the moment you have arrived in this class , my dear , it has been apparent that you do not have what the noble art of Divination requires . Indeed , I don't remember ever meeting a student whose mind was so hopelessly mundane . " There was a moment's silence . Then " Fine ! " said Hermione suddenly , getting up and cramming Unfogging the Future back into her bag . " Fine ! " she repeated , swinging the bag over her shoulder and almost knocking Ron off his chair . " I give up ! I'm leaving ! " And to the whole class's amazement , Hermione strode over to the trapdoor , kicked it open , and climbed down the ladder out of sight . It took a few minutes for the class to settle down again . Professor Trelawney seemed to have forgotten all about the Grim . She turned abruptly from Harry and Ron's table , breathing rather heavily as she tugged her gauzy shawl more closely to her . " Ooooo ! " said Lavender suddenly , making everyone start . " Oooooo , Professor Trelawney , I've just remembered ! You saw her leaving , didn't you ? Didn't you , Professor ? ' Around Easter , one of our number will leave us forever . ' You said it ages ago , Professor ! " Professor Trelawney gave her a dewy smile . " Yes , my dear , I did indeed know that Miss Granger would be leaving us . One hopes , however , that one might have mistaken the Signs . The Inner Eye can be a burden , you know .

 Greedy output [epoch -> 1 | step -> 303500]:  and said Professor , his teeth chattering , " shall we go for a butterbeer in the Three Broomsticks ? " Harry was more than willing the wind was fierce and his hands were freezing , so they crossed the road , and in a few minutes were entering the tiny inn . It was extremely crowded , noisy , warm , and smoky . A curvy sort of woman with a pretty face was serving a bunch of rowdy warlocks up at the bar . " That's Madam Rosmerta , " said Ron . " I'll get the drinks , shall I ? " he added , going slightly red . Harry and Hermione made their way to the back of the room , where there was a small , vacant table between the window and a handsome Christmas tree , which stood next to the fireplace . Ron came back five minutes later , carrying three foaming tankards of hot butterbeer . " Merry Christmas ! " he said happily , raising his tankard . Harry drank deeply . It was the most delicious thing he'd ever tasted and seemed to heat every bit of him from the inside . A sudden breeze ruffled his hair . The door of the Three Broomsticks had opened again . Harry looked over the rim of his tankard and choked . Professors McGonagall and Flitwick had just entered the pub with a flurry of snowflakes , shortly followed by Hagrid , who was deep in conversation with a portly man in a lime green bowler hat and a pinstriped cloak Cornelius Fudge , Minister of Magic . In an instant , Ron and Hermione had both placed hands on the top of Harry's head and forced him off his stool and under the table . Dripping with butterbeer and crouching out of sight , Harry clutched his empty tankard and watched the teachers ' and Fudge's feet move toward the bar , pause , then turn and walk right toward him . Somewhere above him , Hermione whispered , " Mobiliarbus " The Christmas tree beside their table rose a few inches off the ground , drifted sideways , and landed with a soft thump right in front of their table , hiding them from view . Staring through the dense lower branches , Harry saw four sets of chair legs move back from the table right beside theirs , then heard the grunts and sighs of the teachers and minister as they sat down . Next he saw another pair of feet , wearing sparkly turquoise high heels , and heard a woman's voice . " A small gillywater " " Mine , " said

 Greedy output [epoch -> 1 | step -> 304000]:  s cabin stillamed . " Let me see , let me see , " he muttered , taking out his wand and smoothing the map out on his desk . " Reveal your secret ! " he said , touching the wand to the parchment . Nothing happened . Harry clenched his hands to stop them from shaking . " Show yourself ! " Snape said , tapping the map sharply . It stayed blank . Harry was taking deep , calming breaths . " Professor Severus Snape , master of this school , commands you to yield the information you conceal ! " Snape said , hitting the map with his wand . As though an invisible hand were writing upon it , words appeared on the smooth surface of the map . " Mr Moony presents his compliments to Professor Snape , and begs him to keep his abnormally large nose out of other people's business . " Snape froze . Harry stared , dumbstruck , at the message . But the map didn't stop there . More writing was appearing beneath the first . " Mr Prongs agrees with Mr Moony , and would like to add that Professor Snape is an ugly git . " It would have been very funny if the situation hadn't been so serious . And there was more . " Mr Padfoot would like to register his astonishment that an idiot like that ever became a professor . " Harry closed his eyes in horror . When he'd opened them , the map had had its last word . " Mr Wormtail bids Professor Snape good day , and advises him to wash his hair , the slimeball . " Harry waited for the blow to fall . " So , " said Snape softly . " We'll see about this . " He strode across to his fire , seized a fistful of glittering powder from ajar on the fireplace , and threw it into the flames . " Lupin ! " Snape called into the fire . " I want a word ! " Utterly bewildered , Harry stared at the fire . A large shape had appeared in it , revolving very fast . Seconds later , Professor Lupin was clambering out of the fireplace , brushing ash off his shabby robes . " You called , Severus ? " said Lupin mildly . " I certainly did , " said Snape , his face contorted with fury as he strode back to his desk . " I have just asked Potter to empty his pockets . He was carrying this . " Snape pointed at the parchment , on which the words of Messrs . Moony , Wormtail , Padfoot , and Prongs were still shining . An odd , closed

 Greedy output [epoch -> 1 | step -> 304500]:  to Which Broomstick , the Firebolt's going to be the broom of choice for the national teams at this year's World Championship " " Jordan , would you mind telling us what's going on in the match ? " interrupted Professor McGonagall's voice . " Right you are , Professor just giving a bit of background information the Firebolt , incidentally , has a built in auto brake and " " Jordan ! " " Okay , okay , Gryffindor in possession , Katie Bell of Gryffindor heading for goal " Harry streaked past Katie in the opposite direction , gazing around for a glint of gold and noticing that Cho Chang was tailing him closely . She was undoubtedly a very good flier she kept cutting across him , forcing him to change direction . " Show her your acceleration , Harry ! " Fred yelled as he whooshed past in pursuit of a Bludger that was aiming for Alicia . Harry urged the Firebolt forward as they rounded the Ravenclaw goal posts and Cho fell behind . Just as Katie succeeded in scoring the first goal of the match , and the Gryffindor end of the field went wild , he saw it the Snitch was close to the ground , flitting near one of the barriers . Harry dived Cho saw what he was doing and tore after him Harry was speeding up , excitement flooding him dives were his speciality , he was ten feet away Then a Bludger , hit by one of the Ravenclaw Beaters , came pelting out of nowhere Harry veered off course , avoiding it by an inch , and in those few , crucial seconds , the Snitch had vanished . There was a great " Ooooooh " of disappointment from the Gryffindor supporters , but much applause for their Beater from the Ravenclaw end . George Weasley vented his feelings by hitting the second Bludger directly at the offending Beater , who was forced to roll right over in midair to avoid it . " Gryffindor leads by eighty points to zero , and look at that Firebolt go ! Potter's really putting it through its paces now , see it turn Chang's Comet is just no match for it , the Firebolt's precision balance is really noticeable in these long " " JORDAN ! ARE YOU BEING PAID TO ADVERTISE FIREBOLTS ? GET ON WITH THE COMMENTARY ! " Ravenclaw was pulling back they had now scored three goals , which put Gryffindor only fifty points ahead if Cho got the Snitch before

