
 Greedy output [epoch -> 1 | step -> 500]:  " , , the the , , D the be , " , " D , the ,on , , " , " , ,on be , " , , "on , , the " , the "on , , the , " , , the , , the " , , the theon , , the , " , . , " the , . , , " , " , " "'t , the , ,on , the , " , the , , " " , , , " D , D , theon the "'t " . the ,on ,on , , . the , " , " , . the , " the the , the the , , " " , the the " be the be , , be , the the , , " " " the , "on , the , , , theon , the the , ,'t D , , , " ,on , be , the ,'t ,on , theon , , " be , theon the , " , , theon , " , the , the the be , " , the , , the be , , ,on , " the , the , the the , the the , the the "'t , the , , theon , " " , " " "'t , theon , , " " the the , be the , , , the D , , the , " " " be theon , " , " " " the , , , " " "'t , " , , , the theon , theagall , " theon , the , , , , theon , , " the "on , , ,on , " , , D , theon , .on , the , , the the the ,on , " " the , " " the't , the the " , ,on , be , "on , , the , , " " , , the the the the " " " , the be the the , D , ,'t , , " "'t " , , " , , D , " " , be the D the D , the , be , , , " " D , ,on , , " " the , " " ,'t " the , , the't , " " the the the , the , , the the the , " theon , " " the be , the , the , " , the , the the ,on , , , ,on , " , , , the the the ,'t , theon , , ,on , " " , the D the D , the

 Greedy output [epoch -> 1 | step -> 77500]:  . , " said Hagrid , lookingting a crossbow . " There's summat bad loose in this forest . This is Harry Potter an ' Hermione Granger , by the way . Students up at the school . An ' this is Ronan , you two . He's a centaur . " " We'd noticed , " said Hermione faintly . " Good evening , " said Ronan . " Students , are you ? And do you learn much , up at the school ? " " Erm " " A bit , " said Hermione timidly . " A bit . Well , that's something . " Ronan sighed . He flung back his head and stared at the sky . " Mars is bright tonight . " " Yeah , " said Hagrid , glancing up , too . " Listen , I'm glad we've run inter yeh , Ronan , Ron cause there's a unicorn bin hurt you seen anythin ' ? " Ronan didn't answer immediately . He stared unblinkingly upward , then sighed again . " Always the innocent are the first victims , " he said . " So it has been for ages past , so it is now . " " Yeah , " said Hagrid , " but have yeh seen anythin ' , Ronan ? Anythin ' unusual ? " " Mars is bright tonight , " Ronan repeated , while Hagrid watched him impatiently . " Unusually bright . " " Yeah , but I was meanin ' anythin ' unusual a bit nearer home , " said Hagrid . " So yeh haven't noticed anythin ' strange ? " Yet again , Ronan took a while to answer . At last , he said , " The forest hides many secrets . " A movement in the trees behind Ronan made Hagrid raise his bow again , but it was only a second centaur , black haired , bodied and wilder looking than Ronan . " Hullo , Bane , " said Hagrid . " All right ? " " Good evening , Hagrid , I hope you are well ? " " Well enough . Look , I've jus ' bin askin ' Ronan , you seen anythin ' odd in here lately ? There's a unicorn bin injured would yeh know anythin ' about it ? " Bane walked over to stand next to Ronan . He looked skyward . " Mars is bright tonight , " he said simply . " We've heard , " said Hagrid grumpily . " Well , if either of you do see any

 Greedy output [epoch -> 1 | step -> 78000]:  s it , the , students aren ' s'pposed ter know . They'll think I've told yeh " " See you later , then , " said Harry . Hagrid shuffled off . " What was he hiding behind his back ? " said Hermione thoughtfully . " Do you think it had anything to do with the Stone ? " " I'm going to see what section he was in , " said Ron , who'd had enough of working . He came back a minute later with a pile of books in his arms and slammed them down on the table . " Dragons ' . " he whispered . " Hagrid was looking up stuff about dragons ! Look at these : Dragon Species of Great Britain and Ireland From Egg to Inferno I A Dragon Keeper's Guide . " " Hagrid ' s always wanted a dragon , he told me so the first time I ever met him , " said Harry . " But it's against our laws , " said Ron . " Dragon breeding was outlawed by the Warlocks ' Convention of 1709 , everyone knows that . It's hard to stop Muggles from noticing us if we're keeping dragons in the back garden anyway , you can't tame dragons , it's dangerous . You should see the burns Charlie's got off wild ones in Romania . " " But there aren't wild dragons in Britain ? " said Harry . " Of course there are , " said Ron . " Common Welsh Green and Hebridean Blacks . The Ministry of Magic has a job hushing them up , I can tell you . Our kind have to keep putting spells on Muggles who've spotted them , to make them forget . " " So what on earth's Hagrid up to ? " said Hermione . When they knocked on the door of the gamekeeper's hut an hour later , they were surprised to see that all the curtains were closed . Hagrid called " Who is it ? " before he let them in , and then shut the door quickly behind them . It was stifling hot inside . Even though it was such a warm day , there was a blazing fire in the grate . Hagrid made them tea and offered them stoat sandwiches , which they refused . " So yeh wanted to ask me somethin ' ? " " Yes , " said Harry . There was no point beating around the bush . " We were wondering if you could tell us what's guarding the Sorcerer's Stone apart from Fluffy . " Hagrid frowned at him . " Ouch course I can't , " he said . "

 Greedy output [epoch -> 1 | step -> 78500]: 's face . So was staring at them slippers , as still as a statue of " these think we've got a good idea of taken's been going on , " said Professor McGonagall . " It doesn't take a genius to work it out . You fed Draco Malfoy some cock and bull story about a dragon , trying to get him out of bed and into trouble . I've already caught him . I suppose you think it's funny that Longbottom here heard the story and believed it , too ? " Harry caught Neville's eye and tried to tell him without words that this wasn't true , because Neville was looking stunned and hurt . Poor , blundering Neville Harry knew what it must have cost him to try and find them in the dark , to warn them . " I'm disgusted , " said Professor McGonagall . " Four students out of bed in one night ! I've never heard of such a thing before ! You , Miss Granger , I thought you had more sense . As for you , Mr Potter , I thought Gryffindor meant more to you than this . All three of you will receive detentions yes , you too , Mr Longbottom , nothing gives you the right to walk around school at night , especially these days , it's very dangerous and fifty points will be taken from Gryffindor . " " Fifty ? " Harry gasped they would lose the lead , the lead he'd won in the last Quidditch match . " Fifty points each , " said Professor McGonagall , breathing heavily through her long , pointed nose . " Professor please " " You can't " " Don't tell me what I can and can't do , Potter . Now get back to bed , all of you . I've never been more ashamed of Gryffindor students . " A hundred and fifty points lost . That put Gryffindor in last place . In one night , they'd ruined any chance Gryffindor had had had the House Cup . Harry felt as though the bottom had dropped out of his stomach . How could they ever make up for this ? Harry didn't sleep all night . He could hear Neville sobbing into his pillow for what seemed like hours . Harry couldn't think of anything to say to comfort him . He knew Neville , like himself , was dreading the dawn . What would happen when the rest of Gryffindor found out what they'd done ? At first , Gryffindors passing the giant hourglasses that recorded the House points the next day thought there

 Greedy output [epoch -> 1 | step -> 79000]:  on head up , He he cent voice came out of the shadows . Harry Please , Professor McGonagall they were looking for me . " " Miss Granger ! " Hermione had managed to get to her feet at last . " I went looking for the troll's I thought thought I could deal with it on my own you know , because I've read all about them . " Ron dropped his wand . Hermione Granger , telling a downright lie to a teacher ? " If they hadn't found me , I'd be dead now . Harry stuck his wand up its nose and Ron knocked it out with its own club . They didn't have time to come and fetch anyone . It was about to finish me off when they arrived . " Harry and Ron tried to look as though this story wasn't new to them . " Well in that case " said Professor McGonagall , staring at the three of them , " Miss Granger , you foolish girl , how could you think of tackling a mountain troll on your own ? " Hermione hung her head . Harry was speechless . Hermione was the last person to do anything against the rules , and here she was , pretending she had , to get them out of trouble . It was as if Snape had started handing out sweets . " Miss Granger , five points will be taken from Gryffindor for this , " said Professor McGonagall . " I'm very disappointed in you . If you're not hurt at all , you'd better get off to Gryffindor Tower . Students are finishing the feast in their Houses . " Hermione left . Professor McGonagall turned to Harry and Ron . " Well , I still say you were lucky , but not many first years could have taken on a full grown mountain troll . You each win Gryffindor five points . Professor Dumbledore will be informed of this . You may go . " They hurried out of this chamber and didn't speak at all until they had climbed two floors up . It was a relief to be away from the smell of the troll , quite apart from anything else . " We should have gotten more than ten points , " Ron grumbled . " Five , you mean , once she's taken off Hermione ' s . " " Good of her to get us out of trouble like that , " Ron admitted . " Mind you , we did save her . " " She might not have needed saving if we hadn't locked the thing in with her , " Harry reminded him . They had reached the portrait of the Fat Lady . Hermione Pig snout , " they

 Greedy output [epoch -> 1 | step -> 79500]:  say person's him ? " said asked , they climbed the stairs . " Don't ask me , they're supposed to be really stupid , " said Ron . " Maybe Peeves let it in for a Halloween joke . " They passed different groups of people hurrying in different directions . As they jostled their way through a crowd of confused Hufflepuffs , Harry suddenly grabbed Ron's arm . " I've just thought Hermione . " " What about her ? " " She doesn't know about the troll . " Ron bit his lip . " Oh , all right , " he snapped . " But Percy'd better not see us . " Ducking down , they joined the Hufflepuffs going the other way , slipped down a deserted side corridor , and hurried off toward the girls ' bathroom . They had just turned the corner when they heard quick footsteps behind them . " Percy ! " hissed Ron , pulling Harry behind a large stone griffin . Peering around it , however , they saw not Percy but Snape . He crossed the corridor and disappeared from view . " What's he doing ? " Harry whispered . " Why isn't he down in the dungeons with the rest of the teachers ? " " Search me . " Quietly as possible , they crept along the next corridor after Snape ' s fading footsteps . " He's heading for the third floor , " Harry said , but Ron held up his hand . " Can you smell something ? " Harry sniffed and a foul stench reached his nostrils , a mixture of old socks and the kind of public toilet no one seems to clean . And then they heard it a low grunting , and the shuffling footfalls of gigantic feet . Ron pointed at the end of a passage to the left , something huge was moving toward them . They shrank into the shadows and watched as it emerged into a patch of moonlight . It was a horrible sight . Twelve feet tall , its skin was a dull , granite gray , its great lumpy body like a boulder with its small bald head perched on top like a coconut . It had short legs thick as tree trunks with flat , horny feet . The smell coming from it was incredible . It was holding a huge wooden club , which dragged along the floor because its arms were so long . The troll stopped next to a doorway and peered inside . It waggled its long ears , making up its tiny mind , then slouched slowly into the room . " The key's in the lock , " Harry muttered . " We could

 Greedy output [epoch -> 1 | step -> 80000]:  win what Sly'd at do was put as much space as possible between them and that monster . They didn't stop him until they reached the portrait of the Fat Lady on the seventh floor . " Where on earth have you all been ? " she asked , looking at their bathrobes hanging off their shoulders and their flushed , sweaty faces . " Never mind that pig snout , pig snout , " panted Harry , and the portrait swung forward . They scrambled into the common room and collapsed , trembling , into armchairs . It was a while before any of them said anything . Neville , indeed , looked as if he'd never speak again . " What do they think they're doing , keeping a thing like that locked up in a school ? " said Ron finally . " If any dog needs exercise , that one does . " Hermione had got both her breath and her bad temper back again . " You don't use your eyes , any of you , do you ? " she snapped . " Didn't you see what it was standing on ? " " The floor ? " Harry suggested . " I wasn't looking at its feet , I was too busy with its heads . " " No , not the floor . It was standing on a trapdoor . It's obviously guarding something . " She stood up , glaring at them . " I hope you're pleased with yourselves . We could all have been killed or worse , expelled . Now , if you don't mind , I'm going to bed . " Ron stared after her , his mouth open . " No , " don't mind , " he said . " You'd think we dragged her along , wouldn't you ? " But Hermione had given Harry something else to think about as he climbed back into bed . The dog was guarding something . What had Hagrid said ? Gringotts was the safest place in the world for something you wanted to hide except perhaps Hogwarts . It looked as though Harry had found out where the grubby little package from vault seven hundred and thirteen was . Chapter : HALLOWEEN . Malfoy couldn't believe his eyes when he saw that Harry and Ron were still at Hogwarts the next day , looking tired but perfectly cheerful . Indeed , by the next morning Harry and Ron thought that meeting the three headed dog had been an excellent adventure , and they were quite keen to have another one . In the meantime , Harry filled Ron in about the package that seemed to have been moved from Gringotts to Hogwarts , and they spent a lot of time wondering what could possibly

 Greedy output [epoch -> 1 | step -> 80500]:  and spl . into the breaking point with anxiety about Harry . " I'm warning you , Malfoy one more word " " Ron ! " said Hermione suddenly , " Harry ! " " What ? Where ? " Harry had suddenly gone into a spectacular dive , which drew gasps and cheers from the crowd . Hermione stood up , her crossed fingers in her mouth , as Harry streaked toward the ground like a bullet . " You're in luck , Weasley , Potter's obviously spotted some money on the ground ! " said Malfoy . Ron snapped . Before Malfoy knew what was happening , Ron was on top of him , wrestling him to the ground . Neville hesitated , then clambered over the back of his seat to help . " Come on , Harry ! " Hermione screamed , leaping onto her seat to watch as Harry sped straight at Snape she didn't even notice Malfoy and Ron rolling around under her seat , or the scuffles and yelps coming from the whirl of fists that was Neville , Crabbe , and Goyle . Up in the air , Snape turned on his broomstick just in time to see something scarlet shoot past him , missing him by inches the next second , Harry had pulled out of the dive , his arm raised in triumph , the Snitch clasped in his hand . The stands erupted it had to be a record , no one could ever remember the Snitch being caught so quickly . " Ron ! Ron ! Where are you ? The game's over ! Harry's won ! We've won ! Gryffindor is in the lead ! " shrieked Hermione , dancing up and down on her seat and hugging Parvati Patil in the row in front . Harry jumped off his broom , a foot from the ground . He couldn't believe it . He'd done it the game was over it had barely lasted five minutes . As Gryffindors came spilling onto the field , he saw Snape land nearby , white faced and tight lipped then Harry felt a hand on his shoulder and looked up into Dumbledore's smiling face . " Well done , " said Dumbledore quietly , so that only Harry could hear . " Nice to see you haven't been brooding about that mirror been keeping busy excellent " Snape spat bitterly on the ground . Jc Jc Harryc Harry left the locker room alone some time later , to take his Nimbus Two Thousand back to the broomshed . He couldn't ever remember feeling happier . He'd really done something to be proud of now no match could say he was just a famous name any

 Greedy output [epoch -> 1 | step -> 81000]:  on . " then , I have served him faithfully , although I have let him down many times . He has had to be very hard on me . " Quirrell shivered suddenly . " He does not forgive mistakes easily . When Angel failed to steal the Stone from Gringotts , he was most displeased . He punished me decided he would have to keep a closer watch on me . " Quirrell's voice trailed away . Harry was remembering his trip to Diagon Alley how could he have been so stupid ? He'd seen Quirrell there that very day , shaken hands with him in the Leaky Cauldron . Quirrell cursed under his breath . " I don't understand is the Stone inside the mirror ? Should I break it ? " Harry's mind was racing . What I want more than anything else in the world at the moment , he thought , is to find the Stone before Quirrell does . So if I look in the mirror , I should see my self finding it which means I'll see where it's hidden ! But how can I look without Quirrell realizing what I'm up to ? He tried to edge to the left , to get in front of the glass without Quirrell noticing , but the ropes around his ankles were too tight : he tripped and fell over . Quirrell ignored him . He was still talking to himself . " What does this mirror do ? How does it work ? Help me , Master ! " And to Harry's horror , a voice answered , and the voice seemed to come from Quirrell himself . " Use the boy Use the boy " Quirrell rounded on Harry . " Yes Potter come here . " He clapped his hands once , and the ropes binding Harry fell off . Harry got the to his feet . " Come here , " Quirrell repeated . " Look in the mirror and tell me what you see . " Harry walked toward him . I must lie , he thought desperately . I must look and lie about what I see , that's all . Quirrell moved close behind him . Harry breathed in the funny smell that seemed to come from Quirrell's turban . He closed his eyes , stepped in front of the mirror , and opened them again . He saw his reflection , pale and scared looking at first . But a moment later , the reflection smiled at him . It put its hand into its pocket and pulled out a blood red stone . It winked and put the Stone back in its pocket and as it did so ,

 Greedy output [epoch -> 1 | step -> 81500]:  " " Harryrid , frown them . of the hall . " Just before the holidays ? Bit keen , aren't yeh ? " " Oh , we're not working , " Harry told him brightly . " Ever since you mentioned Nicolas Flamel we've been trying to find out who he is . " " You what ? " Hagrid looked shocked . " Listen here I've told yeh drop it . It's nothin ' to you what that dog's guardin ' . " " We just want to know who Nicolas Flamel is , that's all , " said Hermione . " Unless you'd like to tell us and save us the trouble ? " Harry added . " We must've been through hundreds of books already and we can't find him anywhere just give us a hint I know I've read his name somewhere . " " I'm sayin ' nothin ' , " said Hagrid flatly . " Just have to find out for ourselves , then , " said Ron , and they left Hagrid looking disgruntled and hurried off to the library . They had indeed been searching books for Flamel's name ever since Hagrid had let it slip , because how else were they going to find out what Snape was trying to steal ? The trouble was , it was very hard to know where to begin , not knowing what Flamel might have done to get himself into a book . He wasn't in Great Wizards of the Twentieth Century , or Notable Magical Names of Our Time he was missing , too , from Important Modern Magical Discoveries , and A Study of Recent Developments in Wizardry . And then , of course , there was the sheer size of the library tens of thousands of books thousands of shelves hundreds of narrow rows . Hermione took out a list of subjects and titles she had decided to search while Ron strode off down a row of books and started pulling them off the shelves at random . Harry wandered over to the Restricted Section . He had been wondering for a while if Flamel wasn't somewhere in there . Unfortunately , you needed a specially signed note from one of the teachers to look in any of the restricted books , and he knew he'd never get one . These were the books containing powerful Dark Magic never taught at Hogwarts , and only read by older students studying advanced Defense Against the Dark Arts . " What are you looking for , boy ? " " Nothing , " said Harry . Madam Pince the librarian brandished a feather duster at him . " You'd better get out , then . Go on

 Greedy output [epoch -> 1 | step -> 82000]:  on . "'s " Hermione screamed , leaping onto her seat to watch as Harry sped straight at Snape she didn't even notice Malfoy and Ron rolling around under her seat , or the scuffles and yelps coming from the whirl of fists that was Neville , Crabbe , and Goyle . Up in the air , Snape turned on his broomstick just in time to see something scarlet shoot past him , missing him by inches the next second , Harry had pulled out of the dive , his arm raised in triumph , the Snitch clasped in his hand . The stands erupted it had to be a record , no one could ever remember the Snitch being caught so quickly . " Ron ! Ron ! Where are you ? The game's over ! Harry's won ! We've won ! Gryffindor is in the lead ! " shrieked Hermione , dancing up and down on her seat and hugging Parvati Patil in the row in front . Harry jumped off his broom , a foot from the ground . He couldn't believe it . He'd done it the game was over it had barely lasted five minutes . As Gryffindors came spilling onto the field , he saw Snape land nearby , white faced and tight lipped then Harry felt a hand on his shoulder and looked up into Dumbledore's smiling face . " Well done , " said Dumbledore quietly , so that only Harry could hear . " Nice to see you haven't been brooding about that mirror been keeping busy excellent " Snape spat bitterly on the ground . Jc Jc Jc Harry left the locker room alone some time later , to take his Nimbus Two Thousand back to the broomshed . He couldn't ever remember feeling happier . He'd really done something to be proud of now no one could say he was just a famous name any more . The evening air had never smelled so sweet . He walked over the damp grass , reliving the last hour in his head , which was a happy blur : Gryffindors running to lift him onto their shoulders Ron and Hermione in the distance , jumping up and down , Ron cheering through a heavy nosebleed . Harry had reached the shed . He leaned against the wooden door and looked up at Hogwarts , with its windows glowing red in the setting sun . Gryffindor in the lead . He'd done it , he'd shown Snape . And speaking of Snape A hooded figure came swiftly down the front steps of the castle . Clearly not wanting to be seen , it walked as fast as possible toward the forbidden

 Greedy output [epoch -> 1 | step -> 82500]:  ,'d at Quidditch . " rest of the team wasn back to talk to one another as usual at the end of practice , but Harry headed straight back to the Gryffindor common room , where he found Ron and Hermione playing chess . Chess was the only thing Hermione ever lost at , something Harry and Ron thought was very good for her . " Don't talk to me for a moment , " said Ron when Harry sat down next to him , " I need to concern " He caught sight of Harry's face . " What's the matter with you ? You look terrible . " Speaking quietly so that no one else would hear , Harry told the other two about Snape ' s sudden , sinister desire to be a Quidditch referee . " Don't play , " said Hermione at once . " Say you're ill , " said Ron . " Pretend to break your leg , " Hermione suggested . " Really break your leg , " said Ron . " I can't , " said Harry . " There isn't a reserve Seeker . If I back out , Gryffindor can't play at all . " At that moment Neville toppled into the common room . How he had managed to climb through the portrait hole was anyone's guess , because his legs had been stuck together with what they recognized at once as the Leg Locker Curse . He must have had to bunny hop all the way up to Gryffindor Tower . Everyone fell over laughing except Hermione , who leapt up and performed the countercurse . Neville's legs sprang apart and he got to his feet , trembling . " What happened ? " Hermione asked him , leading him over to sit with Harry and Ron . " Malfoy , " said Neville shakily . " I met him outside the library . He said he'd been looking for someone to practice that on . " " Go to Professor McGonagall ! " Hermione urged Neville . " Report him ! " Neville shook his head . " I don't want more trouble , " he mumbled . " You've got to stand up to him , Neville ! " said Ron . " He's used to walking all over people , but that's no reason to lie down in front of him and make it easier . " " There's no need to tell me I'm not brave enough to be in Gryffindor , Malfoy's already done that , " Neville choked out . Harry felt in the pocket of his robes and pulled out a Chocolate Frog , the very last one from the box Hermione had given him for Christmas

 Greedy output [epoch -> 1 | step -> 83000]:  just ,er not , "'ll take over from here . " " I'll be back at dawn , " said Filch , " for what's left of them , " he added nastily , and he turned and started back toward the castle , his lamp bobbing turned in the darkness . Malfoy now turned to Hagrid . " I'm not going in that forest , " he said , and Harry was pleased to hear the note of panic in his voice . " Yeh are if yeh want ter stay at Hogwarts , " said Hagrid fiercely . " Yeh've done wrong an ' now yeh've got ter pay fer it . " " But this is servant stuff , it's not for students to do . I thought we'd be copying lines or something , if my father knew I was doing this , he'd " " tell yer that's how it is at Hogwarts , " Hagrid growled . " Copyin ' lines ! What good's that ter anyone ? Yeh'll do summat useful or yeh'll get out . If yeh think yer father'd rather you were expelled , then get back off ter the castle an ' pack . Go on ! " Malfoy didn't move . He looked at Hagrid furiously , but then dropped his gaze . " Hag then , " said Hagrid , " now , listen carefully , ' cause it's dangerous what we're gonna do tonight , an ' I don ' want no one takin ' risks . Follow me over here a moment . " He led them to the very edge of the forest . Holding his lamp up high , he pointed down a narrow , winding earth track that disappeared into the thick black trees . A light breeze lifted their hair as they looked into the forest . " Look there , " said Hagrid , " see that stuff shinin ' on the ground ? Silvery stuff ? That's unicorn blood . There's a unicorn in there bin hurt badly by summat . This is the second time in a week . I found one dead last Wednesday . We're gonna try an ' find the poor thing . We might have ter put it out of its misery . " " And what if whatever hurt the unicorn finds us first ? " said Malfoy , unable to keep the fear out of his voice . " There's nothin ' that lives in the forest that'll hurt yeh if yer with me or Fang , " said Hagrid . " An ' keep ter the path . Right , now , we're gonna split inter two parties an '

 Greedy output [epoch -> 1 | step -> 83500]:  was only . You should that dog , an ' you forget what it's guardin ' , that's between Professor Dumbledore an ' Nicolas Flamel " " Aha ! " said Harry , " so there's someone called Nicolas Flamel involved , is there ? " Hagrid looked furious with himself . Chapter : THE MIRROR OF ERISED . Christmas was coming . One morning in mid December , Hogwarts woke to find itself covered in several feet of snow . The lake froze solid and the Weasley twins were punished for bewitching several snowballs so that they followed Quirrell around , bouncing off the back of his turban . The few owls that managed to battle their way through the stormy sky to deliver mail had to be nursed back to health by Hagrid before they could fly off again . No one could wait for the holidays to start . While the Gryffindor common room and the Great Hall had roaring fires , the drafty corridors had become icy and a bitter wind rattled the windows in the classrooms . Worst of all were Professor Snape's classes down in the dungeons , where their breath rose in a mist before them and they kept as close as possible to their hot cauldrons . " I do feel so sorry , " said Draco Malfoy , one Potions class , " for all those people who have to stay at Hogwarts for Christmas because they're not wanted at home . " He was looking over at Harry as he spoke . Crabbe and Goyle chuckled . Harry , who was measuring out powdered spine of lion fish , ignored them . Malfoy had been even more unpleasant than usual since the Quidditch match . Disgusted that the Slytherins had lost , he had tried to get everyone laughing at how a wide mouthed tree frog would be replacing Harry as Seeker next . Then he'd realized that nobody found this funny , because they were all so impressed at the way Harry had managed to stay on his bucking broomstick . So Malfoy , jealous and angry , had gone back to taunting Harry about having no proper family . It was true that Harry wasn't going back to Privet Drive for Christmas . Professor McGonagall had come around the week before , making a list of students who would be staying for the holidays , and Harry had signed up at once . He didn't feel sorry for himself at all this would probably be the best Christmas he'd ever had . Ron and his brothers were staying , too , and Mr and Mrs Weasley were going to Romania to visit Charlie . When they left the

 Greedy output [epoch -> 1 | step -> 84000]:  . " What're different groups of people hurrying in different directions . As they jostled their way through a crowd of confused Hufflepuffs , Harry suddenly grabbed Ron's arm . " I've just thought Hermione . " " What about her ? " " She doesn't know about the troll . " Ron bit his lip . " Oh , all right , " he snapped . " But Percy'd better not see us . " Ducking down , they joined the Hufflepuffs going the other way , slipped down a deserted side corridor , and hurried off toward the girls ' bathroom . They had just turned the corner when they heard quick footsteps behind them . " Percy ! " hissed Ron , pulling Harry behind a large stone griffin . Peering around it , however , they saw not Percy but Snape . He crossed the corridor and disappeared from view . " What's he doing ? " Harry whispered . " Why isn't he down in the dungeons with the rest of the teachers ? " " Search me . " Quietly as possible , they crept along the next corridor after Snape ' s fading footsteps . " He's heading for the third floor , " Harry said , but Ron held up his hand . " Can you smell something ? " Harry sniffed and a foul stench reached his nostrils , a mixture of old socks and the kind of public toilet no one seems to clean . And then they heard it a low grunting , and the shuffling footfalls of gigantic feet . Ron pointed at the end of a passage to the left , something huge was moving toward them . They shrank into the shadows and watched as it emerged into a patch of moonlight . It was a horrible sight . Twelve feet tall , its skin was a dull , granite gray , its great lumpy body like a boulder with its small bald head perched on top like a coconut . It had short legs thick as tree trunks with flat , horny feet . The smell coming from it was incredible . It was holding a huge wooden club , which dragged along the floor because its arms were so long . The troll stopped next to a doorway and peered inside . It waggled its long ears , making up its tiny mind , then slouched slowly into the room . " The key's in the lock , " Harry muttered . " We could lock it in . " " Good idea , " said Ron nervously . They edged toward the open door , mouths dry , praying the troll wasn't about to come out of it . With one great leap , Harry managed to

 Greedy output [epoch -> 1 | step -> 84500]:  the properly . . " wouldn a sort of jig . " Malfoy's got detention ! I could sing ! " " Don't , " Harry advised her . Chuckling about Malfoy , they waited , Norbert thrashing about in his crate . About ten minutes later , four broomsticks came swooping down out of the darkness . Charlie's friends were a cheery lot . They showed Harry and Hermione the harness they'd rigged up , so they could suspend Norbert between them . They all helped buckle Norbert safely into it and then Harry and then shook hands with the others and thanked them very much . At last , Norbert was going gone gone . They slipped back down the spiral staircase , their hearts as light as their hands , now that Norbert was off them . No more dragon Malfoy in detention what could spoil their happiness ? The answer to that was waiting at the foot of the stairs . As they stepped into the corridor , Filch's face loomed suddenly out of the darkness . " Well , well , " , " he whispered , " we are in trouble . " They'd left the Invisibility Cloak on top of the tower . Chapter : THE FORBIDDEN FOREST . Things couldn't have been worse . Filch took them down to Professor McGonagall's study on the first floor , where they sat and waited without saying a word to each other . Hermione was trembling . Excuses , alibis , and wild cover up stories chased each other around Harry's brain , each more feeble than the last . He couldn't see how they were going to get out of trouble this time . They were cornered . How could they have been so stupid as to forget the cloak ? There was no reason on earth that Professor McGonagall would accept for their being out of bed and creeping around the school in the dead of night , let alone being up the tallest Astronomy Tower , which was out of bounds except for classes . Add Norbert and the Invisibility Cloak , and they might as well be packing their bags already . Had Harry thought that things couldn't have been worse ? He was wrong . When Professor McGonagall appeared , she was leading Neville . " Harry ! " Neville burst out , the moment he saw the other two . " I was trying to find you to warn you , I heard Malfoy saying he was going to catch you , he said you had a drag " Harry shook his head violently to shut Neville up , but Professor McGonagall had seen . She looked more likely to breathe fire than Nor

 Greedy output [epoch -> 1 | step -> 85000]: irrell's , hates have because how hated my father . Is that true ? " " Well , they did rather detest each other . Not unlike yourself and Mr Malfoy . And then , your father did something Snape could never forgive . " " What ? " " He saved his life . " " What ? " " Yes " said Dumbledore dreamily . " Funny , the way people's minds work , isn't it ? Professor Snape couldn't bear being in your father's debt . I do believe he worked so hard to protect you this year because he felt that would make him and your father even . Then he could go back to hating your father's memory in peace . " Harry tried to understand this but it made his head pound , so he stopped . " And sir , there's one more thing " " Just the thing ? " " How did I get the Stone out of the mirror ? " Ah Ah , now , I'm glad you asked me that . It was one of my more brilliant ideas , and between you and me , that's saying something . You see , only one who wanted to find the Stone find it , but not use it would be able to get it , otherwise they'd just see themselves making gold or drinking Elixir of Life . My brain surprises even me sometimes . Now , enough questions . I suggest you make a start on these sweets . Ah ! Bertie Bott's Every Flavor Beans ! I was unfortunate enough in my youth to come across a vomit flavored one , and since then I'm afraid I've rather lost my liking for them but I think I'll be safe with a nice toffee , don't you ? " He smiled and popped the golden brown bean into his mouth . Then he choked and said , " Alas ! Ear wax ! " Madam Pomfrey , the nurse , was a nice woman , but very strict . " Just five minutes , " Harry pleaded . " Absolutely not . " " You let Professor Dumbledore in . " " Well , of course , that was the headmaster , quite different . You need rest . " " I am resting , look . lying down and everything . Oh , go on , Madam Pomfrey " " Oh , very well , " she said . " But five minutes only . " And she let Ron and Hermione in . " Harryl " Hermione looked ready to fling her arms around him again , but Harry was glad she held herself in as his head was still very sore . " Oh , Harry , we were sure you were going to Dumbledore was so worried "

